Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
Mauritania,2123.51,9.53,0.039,0.018,222.82
Uzbekistan,826.02,9.26,0.015,0.017,89.2
Estonia,136.48,8.77,0.003,0.016,15.56
Kazakhstan,547.13,7.7,0.01,0.014,71.06
Portugal,246.53,6.29,0.005,0.012,39.19
Algeria,873.63,6.01,0.016,0.011,145.36
Jordan,165.87,5.28,0.003,0.01,31.41
Pakistan Ir,10.71,3.76,0.0,0.007,2.85
Puerto Rico,49.0,3.16,0.001,0.006,15.51
Congo P Rep,149.94,3.15,0.003,0.006,47.6
Baharain Is,217.12,3.13,0.004,0.006,69.37
Mali,361.14,2.85,0.007,0.005,126.72
Colombia,80.94,2.8,0.001,0.005,28.91
Unspecified,251.44,2.59,0.005,0.005,97.08
Hong Kong,209.92,2.03,0.004,0.004,103.41
Venezuela,253.01,1.67,0.005,0.003,151.5
Latvia,144.67,1.62,0.003,0.003,89.3
Panama Republic,32.27,1.53,0.001,0.003,21.09
Croatia,54.07,1.51,0.001,0.003,35.81
Morocco,102.08,1.49,0.002,0.003,68.51
Luxembourg,7.11,1.16,0.0,0.002,6.13
Moldova,299.32,1.03,0.005,0.002,290.6
Cyprus,59.33,0.99,0.001,0.002,59.93
Zimbabwe,15.48,0.89,0.0,0.002,17.39
Lao Pd Rp,0.04,0.88,0.0,0.002,0.05
Slovenia,30.0,0.88,0.001,0.002,34.09
Belarus,100.0,0.84,0.002,0.002,119.05
Cuba,25.57,0.72,0.0,0.001,35.51
Zambia,43.7,0.59,0.001,0.001,74.07
Mauritius,3.06,0.49,0.0,0.001,6.24
Georgia,4.46,0.46,0.0,0.001,9.7
Romania,21.87,0.45,0.0,0.001,48.6
Malta,18.63,0.4,0.0,0.001,46.58
Nicaragua,3.17,0.26,0.0,0.0,12.19
Kuwait,9.55,0.23,0.0,0.0,41.52
Namibia,54.56,0.2,0.001,0.0,272.8
Armenia,8.64,0.2,0.0,0.0,43.2
Lebanon,3.49,0.18,0.0,0.0,19.39
Albania,20.24,0.17,0.0,0.0,119.06
Netherlandantil,1.0,0.11,0.0,0.0,9.09
Angola,0.03,0.06,0.0,0.0,0.5
Qatar,13.22,0.06,0.0,0.0,220.33
Jamaica,0.09,0.02,0.0,0.0,4.5
Total,5459173.04,54280.29,100.0,100.0,100.57
